89;6;1;19;Orc legend;2;34;3;
90;14;0;0;Chochomon;2;35;3;
91;15;1;23;Legend Oak High;2;36;3;
92;16;2;1;Jinohkeuhieoro;2;37;3;
93;10;2;19;Happy Baphomet;2;38;4;
94;9;0;0;Seukegolteu;2;39;3;
95;13;1;17;Bapoahul;2;39;3;
96;10;2;0;Baphomet;2;42;4;
97;0;0;0;Poring;3;3;2;
98;0;0;13;Ohpwaring;3;4;2;
99;1;0;0;Lunatic;3;5;3;
100;1;0;2;R N Lunatic;3;6;2;
101;2;0;0;Seupoah;3;7;2;
102;11;1;5;Ohpring;3;7;2;
103;2;0;14;Spore;3;8;2;
104;3;0;20;Moving Flora;3;9;2;
105;1;0;3;Lunatic Guard;3;9;3;
106;0;0;6;Poringring;3;10;2;
107;12;1;0;Eclipse;3;10;3;
108;12;0;16;Evil Lunatic;3;11;2;
109;2;0;4;Great Spore;3;12;2;
110;8;0;0;Angelring;3;12;2;
111;4;2;0;Wolf;3;13;3;
112;3;0;15;Skull Flora;3;14;2;
113;5;2;0;Bigfoot;3;15;2;
114;4;2;0;Hungry Wolf;3;16;3;
115;2;0;8;Smoking Spore;3;17;2;
116;5;2;1;Pink Bear;3;18;2;
117;6;1;0;Orc Warrior;3;19;2;
118;4;2;0;Alpha Wolf;3;20;3;
119;6;1;9;Orc Berserker;3;21;2;
120;7;2;0;Wood Golem;3;22;2;
121;5;2;12;Piratee Bear;3;23;2;
122;3;0;0;Flora;3;24;2;
123;5;2;11;Bearking;3;25;2;
124;15;1;0;High Orc;3;26;3;
125;7;2;8;Forest Golem;3;27;2;
126;20;0;0;Chonchon;3;28;3;
127;21;1;0;Sidewinger;3;29;3;
128;22;1;0;Muka;3;30;2;
129;23;1;0;Scorpion;3;31;3;
130;16;2;0;Orc Hero;3;32;3;
131;4;2;0;Wolf Legend;3;33;3;
132;22;1;4;Flower Muka;3;33;2;
133;5;2;19;Bigfoot Legend;3;34;3;
134;7;2;19;Golem Legend;3;34;3;
135;6;1;19;Orc Legend;3;35;3;
136;14;0;0;Chochomon;3;36;3;
137;15;1;23;High Orc Legend;3;37;3;
138;16;2;1;Jinohkeuhieoro;3;38;3;
139;10;2;19;Happy Baphomet;3;39;4;
140;9;0;0;Seukegolteu;3;40;3;
141;13;1;17;Bapoahul;3;40;3;
142;10;2;0;Baphomet;3;43;4;
143;0;0;0;Poring;4;5;3;
144;0;0;13;Ohpwaring;4;6;3;
145;1;0;0;Lunatic;4;7;3;
146;1;0;2;R N Lunatic;4;8;2;
147;2;0;0;Seupoah;4;9;2;
148;11;1;5;Ohpring;4;9;3;
149;2;0;14;Spore;4;10;2;
150;3;0;20;Moving Flora;4;11;1;
151;1;0;3;Lunatic Guard;4;11;3;
152;0;0;6;Poringring;4;12;3;
153;12;1;0;Eclipse;4;12;3;
154;12;0;16;Evil Lunatic;4;13;3;
155;2;0;4;Great Spore;4;14;2;
156;8;0;0;Angelring;4;14;3;
157;4;2;0;Wolf;4;15;3;
158;3;0;15;Skull Flora;4;16;2;
159;5;2;0;Bigfoot;4;17;2;
160;4;2;0;Hungry Wolf;4;18;3;
161;2;0;8;Smoking Spore;4;19;2;
162;5;2;1;Pink Bear;4;20;2;
163;6;1;0;Orc Warrior;4;21;2;
164;4;2;0;Alpha Wolf;4;22;3;
165;6;1;9;Orc Berserker;4;23;2;
166;7;2;0;Wood Golem;4;24;2;
167;5;2;12;Pirate Bear;4;25;3;
168;3;0;0;Flora;4;26;2;
169;5;2;11;Bearking;4;27;2;
170;15;1;0;High Orc;4;28;3;
171;7;2;8;Forest Golem;4;29;2;
172;20;0;0;Chonchon;4;30;3;
173;21;1;0;Sidewinger;4;31;3;
174;22;1;0;Muka;4;32;2;
175;23;1;0;Scorpion;4;33;3;
176;16;2;0;Orc Hero;4;34;3;
177;4;2;0;Wolf Legend;4;35;3;
178;22;1;4;Flower Muka;4;35;2;
179;5;2;19;Bigfoot Legend;4;36;2;
180;7;2;19;Golem Legend;4;36;3;
181;6;1;19;Orc Legend;4;37;3;
182;14;0;0;Chochomon;4;38;3;
183;15;1;23;High Orc Legend;4;39;3;
184;16;2;1;Jinohkeuhieoro;4;40;3;
185;10;2;19;Happy Baphomet;4;41;4;
186;9;0;0;Seukegolteu;4;42;3;
187;13;1;17;Bapoahul;4;42;3;
188;10;2;0;Baphomet;4;45;4;
189;0;0;0;Poring;5;6;3;
190;0;0;13;Ohpwaring;5;7;3;
191;1;0;0;Lunatic;5;8;4;
192;1;0;2;R N Lunatic;5;9;3;
193;2;0;0;Seupoah;5;10;3;
194;11;1;5;Ohpring;5;10;2;
195;2;0;14;Spore;5;11;3;
196;3;0;20;Moving Flora;5;12;1;
197;1;0;3;Lunatic Guard;5;12;4;
198;0;0;6;Poringring;5;13;3;
199;12;1;0;Eclipse;5;13;3;
200;12;0;16;Evil Lunatic;5;14;3;
201;2;0;4;Great Spore;5;15;3;
202;8;0;0;Angelring;5;15;2;
203;4;2;0;Wolf;5;16;3;
204;3;0;15;Skull Flora;5;17;2;
205;5;2;0;Bigfoot;5;18;2;
206;4;2;0;Hungry Wolf;5;19;3;
207;2;0;8;Smoking Spore;5;20;2;
208;5;2;1;Pink Bear;5;21;2;
209;6;1;0;Orc Warrior;5;22;2;
210;4;2;0;Alpha Wolf;5;23;3;
211;6;1;9;Orc Berserker;5;24;2;
212;7;2;0;Wood Golem;5;25;2;
213;5;2;12;Pirate Bear;5;26;3;
214;3;0;0;Flora;5;27;2;
215;5;2;11;Bearking;5;28;3;
216;15;1;0;High Oak;5;29;3;
217;7;2;8;Forest Golem;5;30;2;
218;20;0;0;Chonchon;5;31;3;
219;21;1;0;Sidewinger;5;32;3;
220;22;1;0;Muka;5;33;2;
221;23;1;0;Scorpion;5;34;3;
222;16;2;0;Orc Hero;5;35;3;
223;4;2;0;Wolf Legend;5;36;3;
224;22;1;4;Flower Muka;5;36;2;
225;5;2;19;Bigfoot Legend;5;37;2;
226;7;2;19;Golem Legend;5;37;1;
227;6;1;19;Orc Legend;5;38;3;
228;14;0;0;Chochomon;5;39;3;
229;15;1;23;High Orc Legend;5;40;3;
230;16;2;1;Jinohkeuhieoro;5;41;3;
231;10;2;19;Happy Barphomet;5;42;4;
232;9;0;0;Seukegolteu;5;43;2;
233;13;1;17;Bapoahul;5;43;3;
234;10;2;0;Barphomet;5;43;4;
235;17;0;0;Joa Joa;0;1;1;
236;18;0;0;Degrees, this;0;1;1;
237;19;0;0;Ttettette;0;1;1;
238;44;0;0;Eodumuidol;0;1;0;
239;65;0;0;Sandman;1;38;3;
240;53;0;0;Roda Frog;1;39;5;
241;38;0;0;Geo Legend;1;40;2;
242;47;0;0;Ohahsiseumuka;1;41;3;
243;39;0;53;Poporing;1;42;5;
244;66;0;0;Petite;1;43;3;
245;65;0;58;Owl Duke;1;44;4;
246;48;0;0;Iron Fist;1;45;3;
247;48;0;0;Bullfrog;1;46;4;
248;67;0;0;Chonchonchon;1;47;2;
249;48;0;43;Spy;1;48;4;
250;63;0;0;Saendeugeol;1;49;3;
251;67;0;46;Fire Fist;1;50;3;
252;37;0;0;Desert Wolf;1;51;3;
253;38;0;47;Goblin;1;52;3;
254;30;0;0;Dark Anaconda;1;53;3;
255;28;0;0;Battle of Wolf;1;54;4;
256;53;0;63;Dakeumuka;1;55;5;
257;47;0;62;Goblin Fighter;1;56;3;
258;54;0;0;Dark Sand;1;57;3;
259;25;0;0;Goblin projection;1;58;3;
260;54;0;68;Dark Oak;1;59;3;
261;39;0;53;Village;1;60;4;
262;59;0;0;Runaway mummy;1;61;3;
263;59;0;67;Ancient Mimic;1;62;3;
264;66;0;65;Vegas boom daemon;1;63;5;
265;67;0;46;Mimic;1;64;4;
266;59;0;67;Petite ancient;1;65;3;
267;59;0;47;Mini-daemon;1;66;3;
268;27;0;0;Ancient Imp;1;67;4;
269;55;0;0;Marduk;1;68;4;
270;51;0;0;The Mummy;1;69;4;
271;52;0;0;Dark Fist;1;70;4;
272;50;0;0;Ditareuuijasik;1;71;4;
273;56;0;0;Mummy Legends;1;72;4;
274;32;0;0;Legend Scorpion;1;73;3;
275;61;0;0;Mimic Legend;1;74;4;
276;61;0;53;David Luch;1;75;4;
277;61;0;52;Ditareutewooreuseu;1;76;4;
278;65;0;0;Sandman;2;39;3;
279;53;0;0;Roda Frog;2;40;5;
280;38;0;0;Geo Legend;2;41;2;
281;47;0;0;Ohahsiseumuka;2;42;3;
282;39;0;53;Pporing;2;43;5;
283;66;0;0;Petite;2;44;3;
284;65;0;58;Owl Duke;2;45;4;
285;48;0;0;Iron Fist;2;46;3;
286;48;0;0;Bullfrog;2;47;4;
287;67;0;0;Chonchonchon;2;48;2;
288;48;0;43;Spy;2;49;4;
289;63;0;0;Saendeugeol;2;50;3;
290;67;0;46;Fire Fist;2;51;3;
291;37;0;0;Desert Wolf;2;52;3;
292;38;0;47;Goblin;2;53;3;
293;30;0;0;Dark Anaconda;2;54;3;
294;28;0;0;Battle of Wolf;2;55;4;
295;53;0;63;Dakeumuka;2;56;5;
296;47;0;62;Goblin Fighter;2;57;3;
297;54;0;0;Dark Sand;2;58;3;
298;25;0;0;Goblin projection;2;59;3;
299;54;0;68;Dark Oak;2;60;3;
300;39;0;53;Village;2;61;4;
301;59;0;0;Runaway mummy;2;62;3;
302;59;0;67;Ancient Mimic;2;63;3;
303;66;0;65;Vegas boom daemon;2;64;5;
304;67;0;46;Mimic;2;65;4;
305;59;0;67;Petite ancient;2;66;3;
306;59;0;47;Mini-daemon;2;67;3;
307;27;0;0;Ancient Imp;2;68;4;
308;55;0;0;Marduk;2;69;4;
309;51;0;0;The Mummy;2;70;4;
310;52;0;0;Dark Fist;2;71;4;
311;50;0;0;Ditareuuijasik;2;72;4;
312;56;0;0;Mummy Legends;2;73;4;
313;32;0;0;Legend Scorpion;2;74;3;
314;61;0;0;Mimic Legend;2;75;4;
315;61;0;53;David Luch;2;76;4;
316;61;0;52;Ditareutewooreuseu;2;77;4;
317;65;0;0;Sandman;3;40;3;
318;53;0;0;Roda Frog;3;41;5;
319;38;0;0;Geo Legend;3;42;2;
320;47;0;0;Ohahsiseumuka;3;43;3;
321;39;0;53;Pporing;3;44;5;
322;66;0;0;Petite;3;45;3;
323;65;0;58;Owl Duke;3;46;4;
324;48;0;0;Iron Fist;3;47;3;
325;48;0;0;Bullfrog;3;48;4;
326;67;0;0;Chonchonchon;3;49;2;
327;48;0;43;Spy;3;50;4;
328;63;0;0;Saendeugeol;3;51;3;
329;67;0;46;Fire Fist;3;52;3;
330;37;0;0;Desert Wolf;3;53;3;
331;38;0;47;Goblin;3;54;3;
332;30;0;0;Dark Anaconda;3;55;3;
333;28;0;0;Battle of Wolf;3;56;4;
334;53;0;63;Dakeumuka;3;57;5;
335;47;0;62;Goblin Fighter;3;58;3;
336;54;0;0;Dark Sand;3;59;3;
337;25;0;0;Goblin projection;3;60;3;
338;54;0;68;Dark Oak;3;61;3;
339;39;0;53;Village;3;62;4;
340;59;0;0;Runaway mummy;3;63;3;
341;59;0;67;Ancient Mimic;3;64;3;
342;66;0;65;Vegas boom daemon;3;65;5;
343;67;0;46;Mimic;3;66;4;
344;59;0;67;Petite ancient;3;67;3;
345;59;0;47;Mini-daemon;3;68;3;
346;27;0;0;Ancient Imp;3;69;4;
347;55;0;0;Marduk;3;70;4;
348;51;0;0;The Mummy;3;71;4;
349;52;0;0;Dark Fist;3;72;4;
350;50;0;0;Ditareuuijasik;3;73;4;
351;56;0;0;Mummy Legends;3;74;4;
352;32;0;0;Legend Scorpion;3;75;3;
353;61;0;0;Mimic Legend;3;76;4;
354;61;0;53;David Luch;3;77;4;
355;61;0;52;Ditareutewooreuseu;3;78;4;
356;65;0;0;Sandman;4;41;4;
357;53;0;0;Roda Frog;4;42;4;
358;38;0;0;Geo Legend;4;43;4;
359;47;0;0;Ohahsiseumuka;4;44;4;
360;39;0;53;Pporing;4;45;4;
361;66;0;0;Petite;4;46;4;
362;65;0;58;Owl Duke;4;47;4;
363;48;0;0;Iron Fist;4;48;4;
364;48;0;0;Bullfrog;4;49;4;
365;67;0;0;Chonchonchon;4;50;4;
366;48;0;43;Spy;4;51;4;
367;63;0;0;Saendeugeol;4;52;4;
368;67;0;46;Fire Fist;4;53;4;
369;37;0;0;Desert Wolf;4;54;4;
370;38;0;47;Goblin;4;55;4;
371;30;0;0;Dark Anaconda;4;56;4;
372;28;0;0;Battle of Wolf;4;57;4;
373;53;0;63;Dakeumuka;4;58;4;
374;47;0;62;Goblin Fighter;4;59;4;
375;54;0;0;Dark Sand;4;60;4;
376;25;0;0;Goblin projection;4;61;4;
377;54;0;68;Dark Oak;4;62;4;
378;39;0;53;Village;4;63;4;
379;59;0;0;Runaway mummy;4;64;4;
380;59;0;67;Ancient Mimic;4;65;3;
381;66;0;65;Vegas boom daemon;4;66;3;
382;67;0;46;Mimic;4;67;3;
383;59;0;67;Petite Ancient;4;68;3;
384;59;0;47;Mini-Daemon;4;69;3;
385;27;0;0;Ancient Imp;4;70;3;
386;55;0;0;Marduk;4;71;3;
387;51;0;0;The Mummy;4;72;3;
388;52;0;0;Dark Fist;4;73;3;
389;50;0;0;Ditareuuijasik;4;74;3;
390;56;0;0;Mummy Legend;4;75;3;
391;32;0;0;Scorpion Legend;4;76;3;
392;61;0;0;Mimic Legend;4;77;3;
393;61;0;53;David Luch;4;78;3;
394;61;0;52;Ditareutewooreuseu;4;79;3;
395;65;0;0;Sandman;5;42;4;
396;53;0;0;Roda Frog;5;43;4;
397;38;0;0;Geo Legend;5;44;4;
398;47;0;0;Ohahsiseumuka;5;45;4;
399;39;0;53;Poporing;5;46;4;
400;66;0;0;Petite;5;47;4;
401;65;0;58;Owl Duke;5;48;4;
402;48;0;0;Iron Fist;5;49;4;
403;48;0;0;Bullfrog;5;50;4;
404;67;0;0;Chonchonchon;5;51;4;
405;48;0;43;Spy;5;52;4;
406;63;0;0;Saendeugeol;5;53;4;
407;67;0;46;Fire Fist;5;54;4;
408;37;0;0;Desert Wolf;5;55;4;
409;38;0;47;Goblin;5;56;4;
410;30;0;0;Dark Anaconda;5;57;4;
411;28;0;0;Battle of Wolf;5;58;4;
412;53;0;63;Dakeumuka;5;59;4;
413;47;0;62;Goblin Fighter;5;60;4;
414;54;0;0;Dark Sand;5;61;4;
415;25;0;0;Goblin projection;5;62;4;
416;54;0;68;Dark Orc;5;63;3;
417;39;0;53;Village;5;64;3;
418;59;0;0;Runaway Mummy;5;65;3;
419;59;0;67;Ancient Mimic;5;66;3;
420;66;0;65;Vegas boom daemon;5;67;3;
421;67;0;46;Mimic;5;68;3;
422;59;0;67;Petite Ancient;5;69;3;
423;59;0;47;Mini-Daemon;5;70;3;
424;27;0;0;Ancient Imp;5;71;3;
425;55;0;0;Marduk;5;72;3;
426;51;0;0;The Mummy;5;73;3;
427;52;0;0;Dark Fist;5;74;3;
428;50;0;0;Ditareuuijasik;5;75;3;
429;56;0;0;Mummy Legend;5;76;3;
430;32;0;0;Scorpion Legend;5;77;3;
431;61;0;0;Mimic Legend;5;78;3;
432;61;0;53;David Luch;5;79;3;
433;61;0;52;Ditareutewooreuseu;5;80;3;
1000;55;0;0;Marionette;0;1;3;
1001;27;0;0;Cube;0;1;3;
1002;57;0;0;Munak;0;1;3;
1003;57;0;56;Redeuneotcheu;0;1;2;
1004;66;0;0;Tarowoo;0;1;4;
1005;27;0;64;Kubrick;0;1;2;
1006;24;0;60;Stone Shooter;0;1;0;
1007;51;0;49;Mace Cobolt;0;1;3;
1008;52;0;49;Hammer Cobolt;0;1;3;
1009;0;0;0;Red Horse Unit;0;1;0;
1010;50;0;49;Axe Cobolt;0;1;4;
1011;0;0;0;Anti-Tank mines;0;1;5;
1012;33;0;0;Blood Ivy;0;1;0;
1013;60;0;0;Sinobi;0;1;4;
1014;60;0;54;Shadow claw;0;1;5;
1015;39;0;0;Giant Hornet;0;1;3;
1016;39;0;53;Sentinal Hornet;0;1;3;
1017;0;0;0;Balrog;0;1;3;
1018;65;0;58;Kukuring;0;1;3;
1019;0;0;0;BBQ Grill;0;1;0;
1020;0;0;0;Your Executive Gem Senia;0;1;4;
1021;0;0;0;Rawoorelbwindeo;0;1;4;
1022;0;0;0;Yirendeuebesi;0;1;4;
1023;0;0;0;Les-Metz in the Assassin;0;1;4;
1024;0;0;0;Catherine Wizard;0;1;4;
1025;0;0;0;Night Siren;0;1;4;
1026;0;0;0;Pendareukeubaksa;0;1;4;
1027;0;0;0;Treasure Chest;0;1;0;
434;41;2;0;Doppelganger;1;25;4;
435;41;2;0;Doppelganger;2;26;4;
436;41;2;0;Doppelganger;3;27;4;
437;41;2;0;Doppelganger;4;29;4;
438;41;2;0;Doppelganger;5;30;4;
439;42;0;0;AK;0;1;0;
440;43;0;0;Fishy Box;0;1;0;
441;44;0;0;Blackrock;0;1;0;
442;4;2;0;Wolf Hound;2;38;8;
443;6;1;31;Orc guards;2;39;3;
444;7;2;42;Golem soldiers;2;40;2;
445;9;0;41;Seukegolteu Mont;2;40;3;
446;9;0;39;Seukegolteu recruits;2;40;3;
447;9;0;40;Seukegolteu horn;2;40;3;
448;6;1;29;Owl Oak;2;40;3;
449;15;1;28;High Orc Warrior;2;40;3;
450;5;2;34;Bigfoot pilgrims;2;41;3;
451;15;1;29;Owl Oak High;2;41;3;
452;5;2;35;wind Bigfoot;2;42;3;
453;5;2;33;Annex Bigfoot;2;42;3;
454;6;1;32;Oak Zealot;2;42;3;
455;15;1;30;High Orc commander;2;42;3;
456;7;2;38;Fire Golem;2;43;2;
457;7;2;37;Dark golem;2;43;2;
458;7;2;36;Celestial Golem;2;43;2;
459;4;2;0;Wolf Hound;3;39;8;
460;6;1;31;Orc guards;3;40;3;
461;7;2;42;Golem soldiers;3;41;2;
462;9;0;41;Seukegolteu Mont;3;41;3;
463;9;0;39;Seukegolteu Recruits;3;41;3;
464;9;0;40;Seukegolteu Horn;3;41;3;
465;6;1;29;Owl Oak;3;41;3;
466;15;1;28;High Orc Warrior;3;41;3;
467;5;2;34;Bigfoot pilgrims;3;42;3;
468;15;1;29;Owl Oak High;3;42;3;
469;5;2;35;wind Bigfoot;3;43;3;
470;5;2;33;Annex Bigfoot;3;43;3;
471;6;1;32;Oak Zealot;3;43;3;
472;15;1;30;High Orc commander;3;43;3;
473;4;2;0;Wolf Hound;4;40;8;
474;6;1;31;Orc guards;4;41;4;
475;7;2;42;Golem soldiers;4;42;4;
476;9;0;41;Seukegolteu Mont;4;42;4;
477;9;0;39;Seukegolteu Recruits;4;42;4;
478;9;0;40;Seukegolteu Horn;4;42;4;
479;6;1;29;Owl Oak;4;42;4;
480;15;1;28;High Orc Warrior;4;42;4;
481;5;2;34;Bigfoot pilgrims;4;43;4;
482;15;1;29;Owl Oak High;4;43;4;
483;5;2;35;Wind Bigfoot;4;44;4;
484;7;2;38;Fire Golem;4;44;4;
485;5;2;33;Annex Bigfoot;4;44;4;
486;7;2;37;Dark golem;4;44;4;
487;6;1;32;Oak Zealot;4;44;4;
488;7;2;36;Celestial Golem;4;44;4;
489;15;1;30;High Orc Commander;4;44;4;
490;13;1;0;Owl Duke;5;45;4;
491;45;2;0;Valkyrie of incarnations;5;45;4;
492;46;2;0;Jean Valkyrie;5;99;3;
493;58;0;0;Mummy;1;50;3;
494;60;0;0;Wraith;1;51;3;
495;60;0;54;Wide Wraith;1;52;3;
496;33;0;0;Evil Druid;1;53;3;
497;29;0;48;Dark Illusion;1;54;3;
498;29;0;0;Dark Lord;1;55;3;
499;26;0;0;Bloody bots say;1;58;4;
500;30;0;51;Moonlight Guys;1;59;4;
501;63;0;55;Ruud King;1;60;4;
502;64;0;0;Laurie Drury;1;61;4;
503;31;0;0;Drake;1;70;4;
504;32;0;50;Dark dyurahanyi;1;79;4;
505;37;0;45;Happy high strings;1;79;4;
506;56;0;57;Ancient Mimic;1;79;3;
507;24;0;0;Alice;1;79;4;
508;62;0;0;Ride word;1;79;3;
509;24;0;59;Crazy Alice;1;79;4;
510;49;0;0;Karl Ritz bug;1;79;3;
511;0;0;0;Abyss of articles;1;80;3;
512;58;0;0;Mummy;2;51;3;
513;60;0;0;Wraith;2;52;3;
514;60;0;54;Wide Wraith;2;53;3;
515;33;0;0;Evil Druid;2;54;3;
516;29;0;48;Dark Illusion;2;55;3;
517;29;0;0;Dark Lord;2;56;3;
518;26;0;0;Bloody bots say;2;59;4;
519;30;0;51;Moonlight Guys;2;60;4;
520;63;0;55;Ruud King;2;61;4;
521;64;0;0;Laurie Drury;2;62;4;
522;31;0;0;Drake;2;71;4;
523;32;0;50;Dark dyurahanyi;2;79;4;
524;37;0;45;Happy high strings;2;79;4;
525;56;0;57;Ancient Mimic;2;79;3;
526;24;0;0;Alice;2;79;4;
527;62;0;0;Ride word;2;79;3;
528;24;0;59;Crazy Alice;2;79;4;
529;49;0;0;Karl Ritz bug;2;79;3;
530;0;0;0;Abyss of articles;2;80;3;
531;58;0;0;Mummy;3;52;3;
532;60;0;0;Wraith;3;53;3;
533;60;0;54;Wide Wraith;3;54;3;
534;33;0;0;Evil Druid;3;55;3;
535;29;0;48;Dark Illusion;3;56;3;
536;29;0;0;Dark Lord;3;57;3;
537;26;0;0;Bloody bots say;3;60;4;
538;30;0;51;Moonlight Guys;3;61;4;
539;63;0;55;Ruud King;3;62;4;
540;64;0;0;Laurie Drury;3;63;4;
541;31;0;0;Drake;3;72;4;
542;32;0;50;Dark dyurahanyi;3;79;4;
543;37;0;45;Happy high strings;3;79;4;
544;56;0;57;Ancient Mimic;3;79;3;
545;24;0;0; Alice;3;79;4;
546;62;0;0;Ride word;3;79;3;
547;24;0;59;Crazy Alice;3;79;4;
548;49;0;0;Karl Ritz bug;3;79;3;
549;0;0;0;Abyss of articles;3;80;3;
550;58;0;0;Mummy;4;53;3;
551;60;0;0;Wraith;4;54;3;
552;60;0;54;Wide Wraith;4;55;3;
553;33;0;0;Evil Druid;4;56;3;
554;29;0;48;Dark Illusion;4;57;3;
555;29;0;0;Dark Lord;4;58;3;
556;26;0;0;Bloody bots say;4;61;4;
557;30;0;51;Moonlight Guys;4;62;4;
558;63;0;55;Ruud King;4;63;4;
559;64;0;0;Laurie Drury;4;64;4;
560;31;0;0;Drake;4;73;4;
561;32;0;50;Dark dyurahanyi;4;79;4;
562;37;0;45;Happy high strings;4;79;4;
563;56;0;57;Ancient Mimic;4;79;3;
564;24;0;0;Alice;4;79;4;
565;62;0;0;Ride word;4;79;3;
566;24;0;59;Crazy Alice;4;79;4;
567;49;0;0;Karl Ritz bug;4;79;3;
568;0;0;0;Abyss of articles;4;80;3;
569;58;0;0;Mummy;5;55;3;
570;60;0;0;Wraith;5;56;3;
571;60;0;54;Wide Wraith;5;57;3;
572;33;0;0;Evil Druid;5;58;3;
573;29;0;48;Dark Illusion;5;59;3;
574;29;0;0;Dark Lord;5;60;3;
575;26;0;0;Bloody bots say;5;62;4;
576;30;0;51;Moonlight Guys;5;63;4;
577;63;0;55;Ruud King;5;64;4;
578;64;0;0;Laurie Drury;5;65;4;
579;31;0;0;Drake;5;74;4;
580;32;0;50;Dark dyurahanyi;5;79;4;
581;37;0;45;Happy high strings;5;79;4;
582;56;0;57;Ancient Mimic;5;79;3;
583;24;0;0;Alice;5;79;4;
584;62;0;0;Ride word;5;79;3;
585;24;0;59;Crazy Alice;5;79;4;
586;49;0;0;Karl Ritz bug;5;79;3;
587;0;0;0;Abyss of articles;5;80;3;
588;68;0;0;Zombie frieze;1;46;3;
589;69;0;0;Skeletons Freeze;1;51;3;
590;70;0;0;Whisper;1;56;3;
591;71;0;0;Shout Milpitas ;1;61;3;
592;68;0;0;Zombie frieze;2;47;3;
593;69;0;0;Skeletons Freeze;2;52;3;
594;70;0;0;Whisper;2;57;3;
595;71;0;0;Shout Milpitas ;2;62;3;
596;68;0;0;Zombie frieze;3;48;3;
597;69;0;0;Skeletons Freeze;3;53;3;
